"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","ROC","DESCRIPTION","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U99999PY1986PTC000443","9-24-1986","ARKEY INDUSTRIAL SEWING YARNS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"8/9 SUNDARA MAISTRY STREETKOSAPALAYAM PONDICHERRY 13 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000445","9-26-1986","N T ENGINEERING COMPANY PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,0,"Pondicherry","RoC-Pondicherry",NA,"25,IST CROSS STREET,GAYATHRINAGAR,100FT.ROAD MUDALIARPET, PONDICHERRY-605 004. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000447","9-26-1986","PONDY COWA FOODS PVT LTD","STRIKE OFF","PRIV","CLSH",1.23516411460312e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"2, 4TH STREETANGALAMMAN NAGAR MUTHIALPET PONDICHERRY 3 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000450","11-7-1986","MUTHU OFFSET PVT LTD.","STRIKE OFF","PRIV","CLSH",1.48219693752374e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"ANBAGAMMARAIMALAI ADIGAL SALAI PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000453","11-7-1986","VIRA CHEM PVT LTD.","STRIKE OFF","PRIV","CLSH",9.88131291682493e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"67,ELANGO NAGARPONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000455","11-11-1986","PHOENIX GLASS INDUSTRIES PVT LTD.","STRIKE OFF","PRIV","CLSH",7.90505033345994e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"A 8/18 PIPDIC INDUSTRIALESTATE, SEDARAPET PONDICHERRY 605 101 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000456","11-12-1986","QUICK PRINTS PVT LTD.","STRIKE OFF","PRIV","CLSH",1.97626258336499e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"22-A, CHINNA SUBBARAYAPILLAI STREET PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000457","11-13-1986","DALVAMANS PHARMA (INDIA ) PVT LTD.","STRIKE OFF","PRIV","CLSH",1.23516411460312e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"35,ANNA NAGARPONDICHERRY 5 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000462","11-28-1986","PONDY OIL REFINARIES PVT LTD.","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"207,BHARATHY STREETPONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000464","12-10-1986","NAVARATHNA PAPER MILLS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"44, VIVEKANANDA NAGARPONDICHERRY 5 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000468","12-24-1986","EASWARA SHRIMP PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",1.23516411460312e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"88 S.V PATEL SALAIPONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000470","12-30-1986","MAGATHI CHEMICALS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",1.97626258336499e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"20 & 21, SHANTHI NAGARPONDICHERRY 11 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1986PTC000471","12-30-1986","DARZEN LABORATORIES PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"NO.4-11, VISHNU STREETYANAM 533 464 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000473","1-9-1987","PRIYADARSHINI TISSUES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"14, JYOTHI RAMALINGA STREETOLD SARAM PONDICHERRY 13 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000474","1-16-1987","GAYATRI PLASTO SHEARS PVT LTD","STRIKE OFF","PRIV","CLSH",2.96439387504748e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"A-64 PIPDIC INDUSTRIAL ESTATEMETTUPALAYAM PONDICHERY 9 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000476","1-27-1987","PONDY SHOES PVT LTD","STRIKE OFF","PRIV","CLSH",7.4109846876187e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"25,3RD FLOOR,J.N.ST,PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000479","2-18-1987","ROCK AND ROCKS EXPORT PVT. LTD.","STRIKE OFF","PRIV","CLSH",9.88131291682493e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"3/49 AYYANAR KOIL STREETKOSAPALAYAM PONDICHERRY -13 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000480","2-18-1987","J.S.BIODENT PVT. LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"I FLOOR, 43 CANTEEN STREETPONDICHERRY-1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000481","2-26-1987","AURO FOAM PVT. LTD.","STRIKE OFF","PRIV","CLSH",1.18575755001899e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"14 VELLALA STREETPONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000482","2-26-1987","JOSEPH MARINES PVT. LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"69 A BHARATHAR ROADKOTTUCHERRY KARAIKAL Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000483","3-4-1987","MANI'S CHEMICAL PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"16,KATTAMANIKUPPAM STREET,,MUTHIALPET,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000485","3-5-1987","DOLPHINE CHEMICALS PRIVATE LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"I FLOOR, 188 NATESAN NAGARPONDICHERRY 5 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000486","3-6-1987","S.I.POLYTUBES CO.PVT.LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"37 KARAIKAL MAIN ROADMELAVANJORE KARAIKAL 611 002 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000487","3-6-1987","PANAMA ENGINEERING COMPANY PVT.LTD.","STRIKE OFF","PRIV","CLSH",3.45845952088873e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"37 KARAIKAL MAIN ROADMELAVANJORE 611 002 KARAIKAL Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000488","3-6-1987","MARMA EXTRACTS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"150,7TH STREETRAINBOW NAGAR. PONDICHERRY 2 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000489","4-2-1987","AVK FABRICATORS PVT LTD.","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"13/9,KANNARA STREET,NELLITHOPE,PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000492","4-9-1987","VIKA HI-TECH CHEMICALS PVT LTD.","STRIKE OFF","PRIV","CLSH",7.4109846876187e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"96, PERUMAL KOIL STREETPONDICHERRY 605 001 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000493","4-10-1987","HAJI M.M.G.HOTELS PVT LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"30 PERUMAL KOIL STREETKARAIKAL Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000500","5-12-1987","SRI LAKSHMINARAYAN SAGO FACTORY PVT LTD","STRIKE OFF","PRIV","CLSH",2.96439387504748e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"R.S NO.52/5 PONDY MAIN ROADKIRUMAMBAKKAM PONDICHERRY PIN 607 402 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000507","6-3-1987","ROHINI METAL BOND INDUSTRIES PVT. LTD","STRIKE OFF","PRIV","CLSH",1.48219693752374e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"5, I FLOORAMBALATHADAYAR MADAM STREET PONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000511","6-12-1987","ALPHA RIMS PVT. LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"20,BHAJANNAI MADAM STREETMUTHIRAPALAYAM PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000513","6-25-1987","J K PAPER SACKS PVT. LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"B-42 & B 43 INDUSTRIAL ESTATESETHARAPET MYLAM ROAD AYRO VILLE, PONDICHERRY PIN 605 101 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000515","7-8-1987","KARAIKAL CHEMICALS PVT LTD","STRIKE OFF","PRIV","CLSH",1.48219693752374e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"PLOT NO 10 MURUGARAMU NAGARKARAIKAL 609602. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000516","7-13-1987","RUBWELL ABRASIVES PVT LTD","STRIKE OFF","PRIV","CLSH",7.4109846876187e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"8 SHANMUGAPURAMVAZHUDAVUR ROAD PONDICHERRY 9 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000517","7-13-1987","KAYEN CERAMICS AND INDUSTRIES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"15 THIRUMURUGAN STREETFIRST FLOOR, KAMARAJ NAGAR PONDICHERRY 11 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000520","7-16-1987","JACS TECH PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"117, MAHATMA GANDHI ROAD,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000521","7-28-1987","PONDICHERRY POLY WRAPS PVT LTD","STRIKE OFF","PRIV","CLSH",1.23516411460312e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"NO 54 KAMATCHI AMMAN KOILSTREET, PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000524","8-26-1987","SKY BIRD TRAVELS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"40,MUTHU MARIAMMAN KOIL STREETPONDICHERRY-605001. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000528","9-3-1987","AL-AMRIN PACKING INDUSTRIES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"106, RANGAPILLAI STREET,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000529","9-9-1987","UNIQUE SOFTWARE SERVICES PVT LTD","STRIKE OFF","PRIV","CLSH",1.48219693752374e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"3/49 AYYANAR KOIL STREET,KESAPALAYAM, PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000530","9-14-1987","PONDICHERRY TRACTORS AND FARM EQUIPMENTS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"117 J.N STREET, I FLOORPONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000532","9-16-1987","AKSHAY GARMENT EXPORTS PVT LTD","STRIKE OFF","PRIV","CLSH",1.97626258336499e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"53, II STREET, NATESAN NAGARPONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000534","9-29-1987","SHRI BHINDU AND CO PVT LTD","STRIKE OFF","PRIV","CLSH",1.48219693752374e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"21 MUDALIAR STREETTHILASPET PONDICHERRY 9 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000536","9-30-1987","JOY PLASTIC PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"17, RUE DUMAS STREET,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000537","10-7-1987","CHERRY LEATHERS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"82 LAPPORT STREETPONDICHERRY-1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000538","10-13-1987","HI-START BATTERIES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"R.S.NO.40 /4 METTA KOORU ROADYANAM Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000546","11-12-1987","MARK RESEARCH LABORATORIES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"USMAN GARDEN RUE-DETIROUNALLAR DHARMAPURAM KARAIKAL-1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000547","11-18-1987","A G 2000 ELECTRONICS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"32 SRI AUROBINDO ST.PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000548","11-24-1987","INDRANI ENGINEERING INDUSTRIES PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"78 MONTOSIER STREETPONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1987PTC000549","12-8-1987","MAYURA FINE PAPER BOARD PVT LTD","STRIKE OFF","PRIV","CLSH",1.23516411460312e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"7,NEHRU NAGAR I CROSSKARAIKKAL Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000554","1-8-1988","SUPREME WORSTEDS SYNTHETICS PVT LTD","STRIKE OFF","PRIV","CLSH",5.92878775009496e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"86, YANAM VENKATA SALA PILLAIST., PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000557","1-20-1988","YANAM FIBRES PVT LTD","STRIKE OFF","PRIV","CLSH",1.72922976044436e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"9-7, PEDAPUDI STREETYANAM 533 464 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000558","1-21-1988","SOUTH INDIA CARBON PAPER INDUSTRIES PVT LTD","STRIKE OFF","PRIV","CLSH",1.97626258336499e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"89=B, AMBALATHADAYAR MADAM STPONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000559","1-29-1988","JAI BALAJI CHITS PVT LTD","STRIKE OFF","PRIV","CLSH",7.4109846876187e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"64 AMBALATHADAYAR MADAM STREETPONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000561","2-3-1988","EVEREX TOOLS PVT LTD","STRIKE OFF","PRIV","CLSH",1.72922976044436e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"A-106 INDUSTRIAL ESTATEMETTUPALAYAM PONDICHERRY 9 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000562","2-5-1988","HI-TECHNIC FOODS PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"NALLURPALINALLUR POST PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000564","2-17-1988","AGARAM FOOD INDUSTRIES PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"3 PALANIYANDI MUDALI LANEGANDHI STREET KATHIRKAMAM PONDICHERRY 9 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000566","2-22-1988","B.G. COMPUTER LINE MARKETING (INDIA) PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"21, CANTEEN STREET,PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000567","3-3-1988","AATHITHYA TEXTILES PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"NO-96,KAMRAJ NAGAR,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000568","3-7-1988","JAI BHARATH CYLINDERS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"6 VIVEKANANDA NAGARPONDICHERRY 5 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000569","3-8-1988","SIVA EXTRACTS PVT,LTD","STRIKE OFF","PRIV","CLSH",2.96439387504748e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"125/1,KAMATCHIAMMAN KOILSTREET,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000570","3-8-1988","SRI LAKSHIMI FINANCIAL SERVICES PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"83, FIRST FLOORAMBALATHADAYAR MADAM STREET PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000572","3-23-1988","MEENAM TEXTILES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"NO-41,BRINDAVAN COLONY,PODICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000578","4-27-1988","GEETHA LEATHER EXPORTS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"114,VENKATA NAGAR,IIICROSSPONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000580","5-3-1988","YEMGEE AROMATICS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"188,IST FLOOR,NATESAN NAGAR,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000581","5-23-1988","STORK FISHERIES PVT.LTD.","STRIKE OFF","PRIV","CLSH",9.88131291682493e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"111/2 PT ADIVIPOLAMYANAM 533 464 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000586","6-6-1988","SRISHTI COMPUTING SERVICES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry",NA,"4TH CROSS STREET49 VIVEKANANDA NAGAR PONDICHERRY 5 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000588","7-1-1988","ANGHARAGA CHEMICALS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"44, I MAIN ROADRAJAJI NAGAR PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000590","7-26-1988","UDHAYABANU TEXTILE MILLS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"NO.50,MAIN ROAD,NATESAN NAGAR,PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000592","8-10-1988","IND-ITALIAN ENERGY CRAFTS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"38,LOUIS PRAKASAN STREET,PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000595","8-23-1988","ANDHU PONDICHERRY CERAMICS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"232-A,BHARATHI STREET,PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000597","8-31-1988","VISHANT FOOTWEAR INDUSTRIES PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"FLAT NO 7,2ND FLOOR,CLIFTONPLASA,NEW SARAM PONDICHERRY-13 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000600","9-7-1988","SRI SAKTHI CHITS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"118,NEEDARAJAPPIER STPONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000604","10-12-1988","SRI SIVARANJINIUI CHEMICAL INDUSTRIES PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"NO.10/43-B,ARULPADACHI STREET,NELLITHOPE PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000605","11-4-1988","CIRI SURGICAL COTTONS PVT LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"PLOT NO.I SN/F/7/5/RSN/115/5,ADIVIPOLAM, YANAM. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000609","12-5-1988","HEALTH-WAVE PHARMACEUTICALS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,0,"Pondicherry","RoC-Pondicherry",NA,"SRI RAMS'9 ST PAULPET PONDICHERRY 8 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000612","12-12-1988","LINKWEL SWITCHGEARS (INDIA) PVT LTD","STRIKE OFF","PRIV","CLSH",7.4109846876187e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"173/12, MANAPET P.O. BOHOORCOMMUNE, PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000613","12-16-1988","MRRUTHICHEM PHARMACEUTICALS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"50/2, 5TH CROSS STREET, TAGORENAGAR, PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1988PTC000614","12-22-1988","VILLAGE DOG SOFTWARE PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"16-B CAPTAIN MARIUS XAVIER STPONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000616","1-12-1989","CONFLUENCE LEATHER CRAFTS PVT LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"2, CANDAPPA STREET,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000619","1-20-1989","VINAYAGAR REFRACTORIES PVT LTD.","STRIKE OFF","PRIV","CLSH",8.64614880222181e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"KATTUKUPPAMBAHOURE COMMUNE PONDICHERRY 607 402 Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000620","2-10-1989","UNION STRUCTURALS AND EQUIPMENTS PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"R.S NO.37 NAGORE ROADT.R.PATTINAM, KARAIKAL Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000622","2-27-1989","SEACOAST CHEMICALS PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"35/2 KUDAPPAKKAM ROADVILLIANUR 605 110 PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000624","3-13-1989","SATHIYAM BREWERIES PVT.LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"6,I LANGO NAGAR,(IST FLOOR)PONDICHERRY-605011. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000631","5-15-1989","SOUTHERN MINERALS AND GRANITES EXPORTERS PVT.LTD.","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"60-A,CANTEEN STREET,PONDICHERRY-1. Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000635","6-12-1989","RANI PAPER SACKS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",9.88131291682493e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"NO.50-A,WEST MAIN ROAD,BRINDAVAN,PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000638","7-24-1989","EXCELLENT TRADERS PVT.LTD.","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"39 METTU STREETMUTHIRAYARPALAYAM PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000643","8-17-1989","ROLLWIN RUBBERS PVT LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,NA,"Pondicherry","RoC-Pondicherry",NA,"37,KARAIKAL MAIN ROADMELVANJORE 611 002 KARAIKAL Pondicherry INDIA","Indian Non-Government Company"
"U99999PY1989PTC000644","8-28-1989","RAJESWARI EXPORTS (INDIA) PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-317,NA,"Pondicherry","RoC-Pondicherry",NA,"13, 1ST CROSS ROADTHILAGAR NAGAR PONDICHERRY 9 Pondicherry INDIA","Indian Non-Government Company"
