"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","ROC","DESCRIPTION","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U30009PY1990PLC000667","2-16-1990","AUM COMPUTER TECHNOLOGIES LIMITED","DORMANT","PUBC","CLSH",2.22329540628561e-318,1.43773102939803e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","AUM HOUSE59 AVOCAT CHINNATHAMBI STREET KURUCHIKUPPAM PONDICHERRY Pondicherry INDIA 605012","Indian Non-Government Company"
"U30009PY1993PTC000927","12-3-1993","MICROWORLD SYTEMS PVT. LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,7.46039125220282e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO100 ANNASALAI, PONDICHERRY NO100 ANNASALAI, PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U30009PY1998PTC001429","10-5-1998","ACME INFOSYS PRIVATE LIMITED","DORMANT","PRIV","CLSH",4.94065645841247e-318,7.4109846876187e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","15,MARIAMMAN KOIL STREETSHANMUGHAPURAM METTUPALAYAM PONDICHERRY 605 009. 605 009 Pondicherry INDIA 605009","Indian Non-Government Company"
"U30009PY1999PTC001450","3-3-1999","ST. PATRICK SOFTWARE SOLUTIONS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO. 7, SECOND CROSS STREET, SARADAMBAL NAGAR, PONDICHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U30009PY2000PTC001530","3-9-2000","WORLDWIDE INFOTECH PRIVATE LIMITED","DORMANT","PRIV","CLSH",4.94065645841247e-317,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","205,IIND FLOOR,VAZHUDAVOORROAD,KATHIRKAMAM PONDICHERRY- 605 009. 605009. Pondicherry INDIA 605009","Indian Non-Government Company"
"U30009PY2000PTC001539","6-6-2000","AUROMA SOFT PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","20,BELCOMBE STREET,PONDICHERRY 605001 PONDICHERRY 605001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U30009PY2001PTC001570","1-10-2001","RAMANA SYSTEMS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","40 A,CHURCH STREET,KARAIKKAL,PONDICHERRY 609 602 KARAIKKAL - 609 602 Pondicherry INDIA 609602","Indian Non-Government Company"
"U30009PY2001PTC001619","12-28-2001","MHE TECHNOLOGIES (PONDY) PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,1.68145361249151e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.5/1,5/2,5/3 & 5/4 VADAMANGALAM VILLAGE VILLUPURAM MAIN ROAD,VILLIANUR COMMUNE, Pondicherry INDIA 605102","Indian Non-Government Company"
"U30009PY2004PLC001807","9-15-2004","VINFO TELNET LIMITED","STRIKE OFF","PUBC","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","FLAT NO.2, FIRST FLOOR,PAPPAMMAL KOIL ST. VAITHIKUPAM PONDICHERRY-605003. 605003. Pondicherry INDIA 605003","Indian Non-Government Company"
"U30009PY2004PTC001749","1-14-2004","MAXEM INDIA PRIVATE LIMITED","DORMANT","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","FIRST FLOOR, IT PARK, PECCAMPUS JPILLAICHAVAI, PONDICHERRY-6-5-14. 605014. Pondicherry INDIA 605013","Indian Non-Government Company"
"U30009PY2005PTC001850","3-4-2005","NUWAVE POWER CONVERSION PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.1, 45FT.ROAD,VALLALAR SALAI, VENKATANAGAR, PONDICHERRY-605011. 605011. Pondicherry INDIA 605011","Indian Non-Government Company"
"U30009PY2006PTC001954","5-9-2006","FRENCH POWER CONTROL PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.5, FIFTH CROSS SITHAN KUDI PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U30207PY1995PTC001162","11-21-1995","SHASTHA KEYTECH PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry",NA,"NO.119,V.V.P.NAGAR,THATTANCHAVADY PONDICHERRY PONDICHERRY Pondicherry INDIA 605009","Indian Non-Government Company"
"U30207PY1996PLC001186","1-18-1996","PSL MANAGEMENT AND SOFTWARE TECHNOLOGY LIMITED","ACTIVE","PUBC","CLSH",1.97626258336499e-317,1.71712515212125e-317,"Pondicherry","RoC-Pondicherry",NA,"DOMAINE PSLGUNDU SALAI,OULGARET, MOOLAKULAM PONDICHERRY - 605 010 Pondicherry INDIA 605010","Indian Non-Government Company"
"U31100PY1997PTC001360","12-8-1997","FRONTLINE POWER CONTROLS PRIVATE LIMITED","DORMANT","PRIV","CLSH",4.94065645841247e-319,1.48219693752374e-320,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO. 85, VAZHADAVOUR ROAD,KOUNDANPALAYAM, PONDICHERRY - 605 009. Pondicherry INDIA","Indian Non-Government Company"
"U31101PY1988PTC000607","11-21-1988","ALFA POWER CELLS PVT LTD.","STRIKE OFF","PRIV","CLSH",1.48219693752374e-318,9.88131291682493e-323,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","Gopala Nagar, Yanam Pondicherry INDIA 533464","Indian Non-Government Company"
"U31101PY1994PTC001008","10-10-1994","POWERSET INDIA PVT. LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","B-153, INDUSTRIAL ESTATE,METTUPALAYAM, PONDICHERRY 605 009 PONDICHERRY 605 009 Pondicherry INDIA 605009","Indian Non-Government Company"
"U31101PY1996PTC001224","4-24-1996","R.M.H. DIESELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.23516411460312e-317,7.42086600053552e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","R.S.NO.138/1,NO.52, PONDY-VILLUPURAM MAIN ROAD, ARIYUR, PONDICHERRY-102. PONDICHERRY-605102. Pondicherry INDIA 605102","Indian Non-Government Company"
"U31101PY1996PTC001603","10-17-1996","F.G.WILSON GENERATORS INDIA PRIVATE LIMITED","AMALGAMATED","PRIV","CLSH",9.88131291682493e-317,9.88131291682493e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","122/4&5, PILLAYARKUPPAM,BAHOURCOMMUNE,PONDICHERRY, PINCODE - 607 402 PONDICHERRY Pondicherry INDIA 607402","Indian Non-Government Company"
"U31101PY1997PTC001623","1-16-1997","IT POWER CONSULTING PRIVATE LIMITED","ACTIVE","PRIV","CLSH",3.95252516672997e-316,9.05657901553505e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO. 67, SECOND FLOOR, KALATHESWARAN, KOIL (CHETTY) STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U31101PY1998PTC001444","12-31-1998","SACS GENPOWER PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",1.23516411460312e-317,1.48219693752374e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO9 VAZHUDAVUR ROADGOVINDAPET TANCHAVADI PONDICHERRY 605009 Pondicherry INDIA 605009","Indian Non-Government Company"
"U31104PY2004PTC001820","12-2-2004","TRUE POWER SOLUTIONS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.B-74, PIPDIC INDL. ESTATE,METTUPALAYAM, PONDICHERRY-605009. 605009. Pondicherry INDIA 605009","Indian Non-Government Company"
"U31109PY2006PTC001978","8-21-2006","SHRIRAM POWER SOLUTIONS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.48219693752374e-318,1.48219693752374e-321,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","34, 100 FT. FOAD NATESAN NAGAR PONDICHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U31109PY2008PTC002174","5-27-2008","KARAIKAL POWER COMPANY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","81/A, MAIDEEN PALLI STREET KARAIKAL Pondicherry INDIA 609602","Indian Non-Government Company"
"U31109PY2012PTC002693","4-17-2012","SHREE ENERGY SOLUTIONS & POWER PRODUCTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.12, POINT CARE STREET KARAMANIKUPPAM, PONDICHERRY Pondicherry INDIA 605004","Indian Non-Government Company"
"U31109PY2013PTC002831","10-25-2013","MAPON ENTERPRISES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","10, kalathumettu street, Moolakulam, PONDICHERRY Pondicherry INDIA 605010","Indian Non-Government Company"
"U31200PY2001PLC001618","12-5-2001","ZHEJIANG DENGLI ELECTRIC METERS CO. (I) LIMITED","STRIKE OFF","PUBC","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","21/2,MYLAM ROAD,SEDARAPET, PONDICHERRY - 605 101 PONDICHERRY - 605 101 Pondicherry INDIA 605101","Indian Non-Government Company"
"U31200PY2006PTC002617","12-1-2006","POCLAIN HYDRAULICS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-315,2.22329540628561e-315,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","R.S.No.131/2 & 131/3, Kothapurinatham Road, Mannadipet Commune Panchayat, Thiruvandarkoil Pondicherry INDIA 605102","Indian Non-Government Company"
"U31300PY1986PLC000460","11-21-1986","SUPERGEM WELDING PRODUCTS LTD.","STRIKE OFF","PUBC","CLSH",9.88131291682493e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","12 POOKKARA STREETMUTHIALPET PONDICHERRY pondicherry Pondicherry INDIA 605001","Indian Non-Government Company"
"U31300PY2008PTC002162","4-21-2008","PONDY CABLES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","RS NO 36/2, KARIAMANICKAM VILLAGE NETTAPAKKAM PUDUCHERRY Pondicherry INDIA 605106","Indian Non-Government Company"
"U31300PY2009PTC002250","1-1-2009","CTI NOVEL TECHNOLOGIES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,0,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","PLOT NO.14, MAIN ROAD, AIRPORT ROAD, NAVAKULAM ROAD, MARIAMMAN KOIL STREET, LAWSPET PONDICHERRY Pondicherry INDIA 605008","Indian Non-Government Company"
"U31400PY2012PTC002704","6-15-2012","ECO ENERGY BATTERY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","H.No: 36, Villianur Main Road Pavala Nagar Ellaipillaichavadi PONDICHERY Pondicherry INDIA 605005","Indian Non-Government Company"
"U31401PY1994PLC001028","12-23-1994","MARSHALS POWER AND TELECOM (I) LIMITED","DORMANT","PUBC","CLSH",2.47032822920623e-316,2.16805886708056e-316,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","17,R.S.21/3,SEDARAMPATTU VIL-LAGE MYLAM ROAD VILLIYANUR COMMUNE,PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U31409PY2010PTC002521","11-1-2010","GEEPAS INTERNATIONAL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-317,2.47032822920623e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","DOOR NO MMC NO 11/67A NEAR MAHE GOVT HOSPITAL MAHE Pondicherry INDIA 673310","Indian Non-Government Company"
"U31500PY1999PTC001465","4-21-1999","MANI ELECTRONICS (PONDICHERRY) PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","147, NEEDARAJAPAIER STREET,PONDICHERRY 605 001. Pondicherry INDIA","Indian Non-Government Company"
"U31500PY2011PTC002635","11-3-2011","LED GEO LIGTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.72922976044436e-317,1.72922976044436e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","No. 42,43,Ist Cross, Near Aravind Eye Hospital Gandhi Nagar, Thavalakuppam Puducherry Pondicherry INDIA 605007","Indian Non-Government Company"
"U31504PY1992PTC000821","7-9-1992","PONDICHERRY LAMPS PVT LTD","DORMANT","PRIV","CLSH",3.95252516672997e-318,0,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","PONDICHERRY 5 Pondicherry INDIA","Indian Non-Government Company"
"U31900PY1987PTC000535","9-29-1987","NUTAKKI CABLES PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,1.48219693752374e-320,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","4-11, Vishnu Street, yanam pondicherry Pondicherry INDIA","Indian Non-Government Company"
"U31900PY1994PTC000938","1-27-1994","ATHIAPPA ELECTRICAL AND ELECTRONICS P. LTD","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","A-52 INDUSTRIAL ESTATEMETTUPALAYAM PONDICHERRY 605 009 PONDICHERRY 605 009 Pondicherry INDIA 605009","Indian Non-Government Company"
"U31900PY2011PTC002551","2-10-2011","AUROMIN INSTRUMENTATION PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-319,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.21, FIRST CROSS NELLITHOPE PO, NATESAN NAGAR PONDICHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U31905PY1996PLC001731","1-9-1996","KANYAKA FINE WELD LIMITED","ACTIVE","PUBC","CLSH",8.15208315638057e-317,4.9530080995585e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","R.S.NO83/1, NAGORE MAIN ROAD,MELAVANJORE, T,R PATTINAM, KARAIKAL-611002. 611002. Pondicherry INDIA 611002","Indian Non-Government Company"
"U31908PY2001PTC001593","5-16-2001","PURE COMPONENTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-318,9.02781451363418e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","B 68 PIPDIC INDUSTRIALESTATE SETHURAPET PONDICHERRY PONDICHERRY - 605 111 Pondicherry INDIA 605111","Indian Non-Government Company"
"U31909PY1963PTC000069","6-15-1963","AUROVILLE ELECTRONICS AND ALLIED INDUSTIRES PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-317,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","24 RUE FRANCOIS MARTINPONDICHERRY 605 001 PONDICHERRY-605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U31909PY1978PTC000157","6-23-1978","MATRI INSTRUMENTS AND CHEMICALS PVT LTD","ACTIVE","PRIV","CLSH",9.88131291682493e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","B-3/B-4, INDUSTRIAL ESTATEMETTUPALAYAM PONDICHERRY 9 METTUPALAYAM, PONDICHERRY 9 Pondicherry INDIA 605009","Indian Non-Government Company"
"U31909PY1989PTC001156","7-27-1989","3M ELECTRO AND COMMUNICATION INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-317,2.47032822920623e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","No.95, (Plot Nos.95-97), Sanniyasikuppam, Udhaya- Nagar, Thirubhuvanai Main Road,Thirubhuvanai Post, Pondicherry Pondicherry INDIA 605107","Indian Non-Government Company"
"U31909PY1992PTC001760","9-24-1992","COOPER BUSSMANN INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",8.49792910846944e-316,5.24182701854179e-316,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","No. 2, EVR STREET SEDARAPET PONDICHERRY Pondicherry INDIA 605111","Indian Non-Government Company"
"U31909PY1994PTC000986","7-14-1994","USHA INFORMATICS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.23516411460312e-316,9.2209941811581e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.2, BIG BELL STREET KAMARAJ SALAI PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U31909PY1995PTC001161","11-20-1995","UNITED INDUSTRIAL ENTERPRISES (INDIA) PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,3.56616583168212e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","R.S. NO.54/2 & 54/4, PONDY CUDDALORE MAIN ROAD, KIRUMMAMPAKKAM, PONDICHERRY Pondicherry INDIA 607402","Indian Non-Government Company"
"U31909PY1999PTC001475","6-23-1999","SURESOFT SYSTEMS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.72922976044436e-317,1.54148481502469e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO 11&12, 3RD CROSSSIVAGANGA NAGAR,ANNA NAGAR PONDICHERRY-605005. CHAVADI PONDICHERRY-605 005. Pondicherry INDIA 605005","Indian Non-Government Company"
"U31909PY2003PTC001701","4-16-2003","J TECHNO PALACE PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.20, 3RD CROSS,SUNDER RAJA NAGAR, 100FT.ROAD, BHOOMIANPET, PONDICHERRY-5. 605005. Pondicherry INDIA 605005","Indian Non-Government Company"
"U31909PY2004PTC001764","3-12-2004","POWER WORLD TECHNOLOGIES PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-317,2.47032822920623e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.7, VELLALAR HIGH ROAD,KAMARAJ NAGAR, PONDICHERRY-605011. 605011. Pondicherry INDIA 605011","Indian Non-Government Company"
"U31909PY2004PTC001812","10-1-2004","DANAM PENSONIC INDIA PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.172-174, ANNA SALAI,PONDICHERRY-605001. 605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U31909PY2005PTC001888","8-3-2005","SRI THIYAGARAJA TECHNO PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-321,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.32, II CROSS,THIRUMAL NAGAR, PONDICHERRY-605013. 605013. Pondicherry INDIA","Indian Non-Government Company"
"U31909PY2005PTC001914","11-3-2005","SIMPLY MOBILES PHONE INDIA PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO 1B 7 TH CROSSTAGORE NAGAR PONDICHERRY PONDICHERRY Pondicherry INDIA 605008","Indian Non-Government Company"
"U31909PY2008PTC002140","2-26-2008","ELECTRO AUTOMATION INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","No. 5 2nd Floor, Kurinji Street Pavazha Nagar Puducherry Pondicherry INDIA 605005","Indian Non-Government Company"
"U31909PY2008PTC002184","6-16-2008","MAX ELECTRICKS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","56 RUE LAPORTE PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U31909PY2009PTC002338","8-11-2009","GENERAL CONNECTORS (INDIA) PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.306, CUDDALORE ROAD, MUDALIARPET PONDICHERRY Pondicherry INDIA 605004","Indian Non-Government Company"
"U32109PY1986PTC000412","5-22-1986","HI-TECH ENGINEERING PRIVATE LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-318,7.4109846876187e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","METTAKUR, YANAM. 533 464 METTAKUR, YANAM. 533 464 Pondicherry INDIA 533464","Indian Non-Government Company"
"U32109PY2000PTC001557","10-11-2000","RAYMA INDIA PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","19,VILLIANUR ROAD,VICTORIA NAGAR,NELLITHOPEPOST, PONDICHERRY - 605 005 PONDICHERRY - 605 005 Pondicherry INDIA 605005","Indian Non-Government Company"
"U32109PY2003PTC001724","10-8-2003","GATEWAY POWER SYSTEMS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.11, 3RD CROSS,NAVASAKTHI NAGAR, PONDICHERY-605009. 605009. Pondicherry INDIA 605009","Indian Non-Government Company"
"U32109PY2006PTC001969","6-23-2006","SMART CARDS PONDY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","5, 4th CROSS EXTENSION, NETHAJI STREET TAGORE NAGAR PONDICHERRY Pondicherry INDIA 605008","Indian Non-Government Company"
"U32109PY2008PTC002141","2-26-2008","I SECURE ELECTRONIC INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,1.97626258336499e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","16 I Lane Perumala Raja Thotam Pondicherry Pondicherry INDIA 605009","Indian Non-Government Company"
"U32109PY2008PTC002208","8-14-2008","GEVIKA COMMUNICATIONS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.1995579896506e-317,4.1995579896506e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","P. NO. 5, NO. 6, 13TH CROSS ANNA NAGAR EXTN., PONDICHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U32109PY2014PTC002852","1-30-2014","ONSKY TECHNOLOGY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.48219693752374e-318,1.48219693752374e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO 4,7TH CROSS BRINDAVAN PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U32301PY1982SGC000208","12-7-1982","PONDICHERRY ELECTRONICS LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-318,4.76822754801387e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","60, ROMAIN ROLLAND STREET,PONDICHERRY-605001 PONDICHERRY Pondicherry INDIA 605001","State Government Company"
"U32309PY2004PTC001785","6-16-2004","SEBASTIAN AND SONS INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.96439387504748e-317,1.03521574773116e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.21, GROUND FLOOR 1ST CROSS, PON NAGAR, REDDIARPALAYAM EXTN., PONDICHERRY Pondicherry INDIA 605010","Indian Non-Government Company"
"U33100PY1986PTC000396","3-24-1986","MEHTA DRUGS AND PHARMACEUTICALS P LTD","DORMANT","PRIV","CLSH",9.88131291682493e-319,6.42285339593621e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","WEST OF GOVINDA SALAI30/31, 2ND STREET V.M THOTTAM PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U33100PY1986PTC000451","11-7-1986","INFLO PHARMA PVT LTD.","DORMANT","PRIV","CLSH",2.47032822920623e-318,1.97626258336499e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Machinery & Equipments)","NO.42 ESWARAN KOIL STREETPONDICHERRY 1 Pondicherry INDIA","Indian Non-Government Company"
